Marca temporal,Titulo de la Noticia,Día de Publicación,Fuente ,"Si contestó  'otra', ¿De qué fuente proviene?",Breve descripción de la Noticia,Incrustar etiquetas,"Si no encuentra la etiqueta adecuada, ¿Qué etiqueta añadiría a su noticia? (Separe los tags por comas)",Link de la noticia,¿Tiene lugar en La Rioja?
12/05/2020 14:16:35,¿Pueden los relojes de Fitbit o Apple ayudar a frenar los contagios de coronavirus?,24/04/2020,Expansión,,"Los investigadores de Stanford Medicine, junto con el Instituto de Investigación Scripps y compañías como Fitbit se han unido para analizar la posibilidad de detectar signos tempranos de infección viral a través de los datos recopilados por relojes inteligentes y otros dispositivos portátiles.","Inteligencia Artificial, Big Data",,https://www.expansion.com/economia-digital/companias/2020/04/24/5ea1c192468aeb38108b4637.html,No
12/05/2020 14:20:36,Dialnet supera los 7 millones de documentos,24/04/2020,Universidad de La Rioja,,"Dialnet, el portal científico en lengua española más importante a nivel mundial, ha superado la cifra de 7 millones de documentos referenciados a disposición de sus más de 2 millones de usuarios.","Big Data, Educación",,https://www.unirioja.es/apnoticias/servlet/Noticias?codnot=6653&accion=detnot,Sí
14/05/2020 12:05:03,Andreu visita el CIBIR para conocer los proyectos de investigación ya en marcha para luchar contra el COVID-19,24/04/2020,Gobierno de La Rioja,,"	La presidenta del Gobierno de La Rioja, Concha Andreu, ha visitado esta mañana el Centro de Investigación Biomédica de La Rioja (CIBIR) para conocer de primera mano algunos de los proyectos que se están desarrollando a raíz de la pandemia de COVID-19","COVID-19, Investigación, Proyectos",Proyectos,https://www.larioja.org/innovacion/es/noticias/noticia-innovacion/andreu-visita-cibir-conocer-proyectos-investigacion-marcha,Sí
14/05/2020 14:00:57,El ISCIII valida 11 nuevos laboratorios de centros de investigación y universidades para hacer test PCR,24/04/2020,Ministerio de Ciencia e Innovación,,"Ya son 24 los centros habilitados, que pueden hacer más de 5.000 pruebas diagnósticas al día","COVID-19, Investigación",,http://www.ciencia.gob.es/portal/site/MICINN/menuitem.edc7f2029a2be27d7010721001432ea0/?vgnextoid=27610cad5dba1710VgnVCM1000001d04140aRCRD&vgnextchannel=4346846085f90210VgnVCM1000001034e20aRCRD,No
14/05/2020 13:36:05,Llamada Eureka COVID-19,23/04/2020,ADER,,"EUREKA ha lanzado con carácter de urgencia una iniciativa asociada al virus SARS-CoV-2 que se va a traducir en la apertura de dos convocatorias de proyectos. La primera, Covid- 19, está pensada para apoyar proyectos que respondan a las necesidades derivadas de la situación actual . La segunda, Post Covid-19, tiene como objetivo responder a nuevas situaciones de enfermedades de alto grado de contagio y con alto impacto en seres humanos. Ambas convocatorias están pensadas para empresas, si bien es cierto que pueden participar otro tipo de entidades .","COVID-19, Ayudas, Proyectos",,http://een.ader.es/noticias/742-llamada-eureka-covid-19,Sí
14/05/2020 13:46:13,"Crue Universidades Españolas, CSIC y Banco Santander lanzan el FONDO SUPERA COVID-19 ",23/04/2020,CRUE,,"Banco Santander, las universidades españolas y el Consejo Superior de Investigaciones Científicas (CSIC), entidades con las que Santander tiene suscrito convenio de colaboración, han constituido el FONDO SUPERA COVID-19, con 8,5 millones de euros, dirigido a financiar programas, proyectos colaborativos y medidas de apoyo al ámbito universitario para minimizar el impacto de la crisis provocada por el coronavirus en los ámbitos sanitario, educativo y social.","COVID-19, Financiación, Ayudas, Investigación",,http://www.crue.org/Comunicacion/Noticias/FONDOsuperaCOVID19.aspx,No
14/05/2020 13:53:08,Las empresas optan por diferentes arquitecturas de microsegmentación,23/04/2020,Otra,Network World,"A medida que la tecnología de microsegmentación evoluciona, las empresas toman diferentes caminos para alcanzar el mismo objetivo: la seguridad inquebrantable.","Ciberseguridad, Innovación, Telecomunicaciones, Ingeniería de Software, Sector TIC",,https://www.networkworld.es/seguridad/las-empresas-optan-por-diferentes-arquitecturas-de-microsegmentacion,No
14/05/2020 13:24:11,"La técnica inventada por Margarita Salas, candidata para detectar el coronavirus",22/04/2020,Otra,SINC,"Un equipo español desarrollará un dispositivo portátil, similar a un test de embarazo, que podría diagnosticar la enfermedad de la COVID-19 en menos de una hora y desde casa. Esperan que el sistema, basado en la ADN polimerasa, esté listo en otoño, coincidiendo con un posible rebrote de la enfermedad.","COVID-19, Investigación, Ciencia",,https://www.agenciasinc.es/Noticias/La-tecnica-inventada-por-Margarita-Salas-candidata-para-detectar-el-coronavirus,No
14/05/2020 13:33:05,El CSIC lanza un estudio genético para identificar el riesgo individual de desarrollar formas graves de COVID-19,22/04/2020,Ministerio de Ciencia e Innovación,,El trabajo busca determinar las causas genéticas de que algunos infectados no sufran afectación clínica mientras que otros sufren reacciones muy adversas a la enfermedad,"COVID-19, Investigación",,http://www.ciencia.gob.es/portal/site/MICINN/menuitem.edc7f2029a2be27d7010721001432ea0/?vgnextoid=6ed1ca0dae0a1710VgnVCM1000001d04140aRCRD&vgnextchannel=d9581f4368aef110VgnVCM1000001034e20aRCRD,No
14/05/2020 13:12:21,"El Fondo COVID-19 financia nuevos proyectos en detección, diagnóstico y vigilancia epidemiológica del virus",21/04/2020,Ministerio de Ciencia e Innovación,,"El Instituto de Salud Carlos III (ISCIII) ha aprobado la financiación de tres nuevos proyectos de investigación como parte del Fondo COVID19, que se suman a los 15 ya validados. Estos tres nuevos estudios se centran, respectivamente, en la identificación del virus en el aire de centros sanitarios, un nuevo enfoque para el diagnóstico del COVID-19 y una tecnología para amplificar la información genética del virus.","COVID-19, Financiación, Investigación, Proyectos",,http://www.ciencia.gob.es/portal/site/MICINN/menuitem.edc7f2029a2be27d7010721001432ea0/?vgnextoid=666b1161fec91710VgnVCM1000001d04140aRCRD&vgnextchannel=4346846085f90210VgnVCM1000001034e20aRCRD,No
14/05/2020 13:16:42,"El Gobierno permite prorrogar los contratos predoctorales a las entidades del Sistema Español de Ciencia, Tecnología e Investigación",21/04/2020,Ministerio de Ciencia e Innovación,,"El Consejo de Ministros ha aprobado este martes un Real Decreto-ley por el que permite a las entidades que formen parte del Sistema Español de Ciencia, Tecnología e Investigación prorrogar la vigencia de los contratos predoctorales que hubieran suscrito cuando se encuentren dentro de los últimos doce meses del contrato.","Investigación, Ciencia","Ciencia,Tecnología,Contratos Predoctorales,",http://www.ciencia.gob.es/portal/site/MICINN/portal/site/MICINN/menuitem.edc7f2029a2be27d7010721001432ea0/?vgnextoid=0eb2a20ffa791710VgnVCM1000001d04140aRCRD&vgnextchannel=4346846085f90210VgnVCM1000001034e20aRCRD,No
14/05/2020 13:20:50,Investigadores del CSIC desarrollan dispositivos para el diagnóstico rápido de la Covid-19,21/04/2020,CSIC,,Serían fiables y de bajo coste para detectar biomarcadores del virus mediante tecnología electroquímica y nanoestructuras. Podrían estar disponibles en un año,"COVID-19, Investigación, Tecnología",,https://www.csic.es/es/actualidad-del-csic/investigadores-del-csic-desarrollan-dispositivos-para-el-diagnostico-rapido-de,No
14/05/2020 14:03:05,Listado completo de oportunidades de cooperación tecnológica publicadas del 20/04/2020 al 26/04/2020,21/04/2020,ADER,,Puedes ver el listado completo de ofertas y demandas tecnológicas y búsquedas de socios para completar consorcios para proyectos europeos de I+D que han sido publicadas por la red Enterprise Europe Network entre el 20 y el 26 de abril de 2020,"Cooperación Tecnológica, Proyectos, Empresa",,http://een.ader.es/noticias/744-listado-completo-de-oportunidades-de-cooperacion-tecnologica-publicadas-del-20-04-2020-al-26-04-2020-2,Sí
14/05/2020 12:54:20,Nuevos informes del Grupo Científico de Análisis del Coronavirus: secuenciación genómica y clima y propagación,20/04/2020,Otra,FECYT,"El Grupo de Análisis Científico del Coronavirus, creado por el Instituto de Salud Carlos III (ISCIII) con el apoyo del Ministerio de Ciencia, ha publicado dos nuevos informes. Como los tres anteriores, que fueron los primeros desarrollados por el Grupo, estos nuevos informes cuentan con un resumen divulgativo, elaborado por el ISCIII en colaboración con la agencia SINC de FECYT, con el objetivo de prestar servicio tanto a la comunidad científica como a la población en general.","COVID-19, Investigación",,https://www.fecyt.es/es/noticia/nuevos-informes-del-grupo-cientifico-de-analisis-del-coronavirus-farmacos-secuenciacion,No
14/05/2020 12:59:59,EUREKA ha lanzado con carácter de urgencia una iniciativa asociada al virus Covid-19 que se va a traducir en la apertura de dos llamadas de proyectos.,20/04/2020,CDTI,,La primera llamada está pensada para apoyar proyectos que respondan a las necesidades derivadas de la situación actual con el Covid-19 (llamada Covid-19). La segunda de las llamadas tiene como objetivo responder a nuevas situaciones de enfermedades de alto grado de contagio y con alto impacto en seres humanos (llamada Post Covid-19).,"Convocatorias Nacionales, COVID-19, Ayudas, Investigación, Proyectos",,http://www.cdti.es/index.asp?MP=9&MS=31&MN=2&TR=A&IDR=7&id=1538,No
14/05/2020 13:09:39,INCIBE selecciona a los miembros del equipo español que competirá en el European Cyber Security Challenge 2020 de Viena,20/04/2020,INCIBE (Centro Nacional de Ciberseguridad),,Los 15 integrantes participan ya en competiciones técnicas como parte de su formación,Ciberseguridad,,https://www.incibe.es/sala-prensa/notas-prensa/incibe-selecciona-los-miembros-del-equipo-espanol-competira-el-european,No
12/05/2020 14:11:33,La jornada 'Loading2020 RiojaParty' reflexionará este martes sobre 'Ciberseguridad en tiempos del confinamiento',19/04/2020,La Vanguardia,,"La jornada 'Loading2020 RiojaParty' reflexionará sobre 'Ciberseguridad en tiempos del confinamiento' en una sesión online el martes 21 de abril desde las 10,00 horas. En ella, expertos y consultores analizarán los riesgos que entraña el uso de las Tecnologías de la Información y la Comunicación (TICs).",Ciberseguridad,,https://www.lavanguardia.com/local/la-rioja/20200419/48616161118/la-jornada-loading2020-riojaparty-reflexionara-este-martes-sobre-ciberseguridad-en-tiempos-del-confinamiento.html,Sí
14/05/2020 12:46:09,El Ministerio de Ciencia e Innovación amplía los plazos de ejecución de las ayudas a proyectos de investigación,17/04/2020,Ministerio de Ciencia e Innovación,,Se prorrogan hasta el 31 de diciembre de 2020 para garantizar la consecución de sus objetivos 	,"Ayudas, Investigación, Proyectos",,http://www.ciencia.gob.es/portal/site/MICINN/menuitem.edc7f2029a2be27d7010721001432ea0/?vgnextoid=9fbd769b60881710VgnVCM1000001d04140aRCRD&vgnextchannel=4346846085f90210VgnVCM1000001034e20aRCRD&vgnextrefresh=1,No
14/05/2020 12:49:30,Listado completo de oportunidades de cooperación tecnológica publicadas del 14/04/2020 al 19/04/2020,17/04/2020,ADER,,Puedes ver el listado completo de ofertas y demandas tecnológicas y búsquedas de socios para completar consorcios para proyectos europeos de I+D que han sido publicadas por la red Enterprise Europe Network entre el 14 y el 19 de abril de 2020. ,"Cooperación Tecnológica, Proyectos, Internacionalización",,http://een.ader.es/noticias/741-listado-completo-de-oportunidades-de-cooperacion-tecnologica-publicadas-del-14-04-2020-al-19-04-2020,No
14/05/2020 12:31:33,Llamada EUREKA Globalstars con Japón 2020,16/04/2020,CDTI,,"Esta llamada tiene como objetivo promover la generación de proyectos de I+D en cooperación internacional entre empresas de Japón y de los países Eureka interesados en participar en esta llamada, entre ellos España. 	","Convocatorias Europeas, Cooperación Tecnológica, Proyectos",,http://www.cdti.es/index.asp?MP=9&MS=31&MN=2&TR=A&IDR=7&id=1537,No
14/05/2020 14:14:07,"Extracto de la Resolución de 8 de Abril de 2020 de la Presidencia del Centro para el Desarrollo Tecnológico Industrial E.P.E. (CDTI), por la que se aprueba la convocatoria para el año 2020 del procedimiento de concesión de ayudas destinadas a nuevos proyectos empresariales de empresas innovadoras (Programa NEOTEC) del Subprograma Estatal de I+D+i Empresarial en el marco del Plan Estatal de Investigación Científica y Técnica y de Innovación 2017-2020.",16/04/2020,BOE,,"Extracto de la Resolución de 8 de Abril de 2020 de la Presidencia del Centro para el Desarrollo Tecnológico Industrial E.P.E. (CDTI), por la que se aprueba la convocatoria para el año 2020 del procedimiento de concesión de ayudas destinadas a nuevos proyectos empresariales de empresas innovadoras (Programa NEOTEC) del Subprograma Estatal de I+D+i Empresarial en el marco del Plan Estatal de Investigación Científica y Técnica y de Innovación 2017-2020.","Innovación, Ayudas, Proyectos, Empresa",,https://www.boe.es/boe/dias/2020/04/16/pdfs/BOE-B-2020-12813.pdf,No
14/05/2020 12:41:17,Cerca de 600 propuestas de 36 países se presentan a la segunda convocatoria INNOWWIDE 2020,15/04/2020,CDTI,,"La segunda convocatoria INNOWWIDE se cerró el pasado 7 de abril, con un total de 597 propuestas presentadas por pymes y start-ups procedentes de 36 países de la UE y de sus estados asociados. Los Viability Assessment Projects (VAPs) recibidos se dirigen a mercados de 61 países diferentes.","Innovación, Convocatorias Europeas, Financiación, Proyectos, Internacionalización",,http://perspectivacdti.es/cerca-de-600-propuestas-de-36-paises-se-presentan-a-la-segunda-convocatoria-innowwide-2020/,No
